ID	Reference	Second Reference	Text	Attribution	Possible Source	First mentioned	Variant	Second Variant
733	Ps 77:7		Ὅσοι γὰρ εἰς αὐτὸν ἐλπίζουσιν καὶ τῶν ἐντολῶν αὐτοῦ		catena (reader/compiler)	IV:345		
734	Ps 77:7		Τῶν εὐεργεσιῶν αὐτοῦ, ὧν δι’ ἡμᾶς ἔπαθε σταυρωθεὶς	Ephrem	Hesychius of Jerusalem (Antonelli)	V:61		
735	Ps 77:8		Αὐτοῦ γὰρ ἐπὶ τοῦ ὄρους καρτεροῦντος νήστης		catena (reader/compiler)	IV:345		
736	Ps 77:8		“Γενεὰ σκολιὰ” ἡ τῶν Ἰουδαίων δηλονότι, ἥτις ἐν τῇ παρουσίᾳ		Hesychius of Jerusalem (Antonelli)	V:61		
737	Ps 77:8		Καθάπερ καὶ οἱ τὰ τοῦ δυσσεβοῦς Νεστορίου θρῃσκεύοντες			IV:32-33		
738	Ps 77:8		Λέγει δὲ καὶ τίνος εὗρον.			III:314		
739	Ps 77:8		Πνεῦμα τὴν διάνοιαν ἐνταῦθα εἰρῆσθαι νομιστέον	Hesychius of Jerusalem		V:61		
740	Ps 77:8		Φυλὴ πατρία πονηρὰ πανοῦργος ποικίλη οὐκ ὤρθησεν.			IV:395		
741	Ps 77:8		Ὡς οὐδὲ νῦν οἱ τῶν αἱρεσιαρχῶν παῖδες καὶ μάλιστα			IV:32-33		
742	Ps 77:9		Παρ' αὐτὸν τὸν τοῦ πολέμου καιρὸν μετεβλήθησαν			IV:395		
743	Ps 77:9		Τίνος δὲ ἕνεκα ἔφυγον ἐν καιρῷ πολέμου, ἐπάγει.			III:388		
744	Ps 77:10		Διὰ τοῦτο καὶ αὐτὸς παρεωρᾶτο τούτους κἀντεῦθεν ἡττῶντο.			III:388		
745	Ps 77:11		Εἰ οὐκ ἐπελάθοντο τῶν πρὸς αὐτοὺς γεγενημένων ἀγαθῶν	Theodore of Mopsuestia	Origen	V:151		
746	Ps 76:12		Ἡ Τάνις τόπος ἦν ἐν Αἰγύπτῳ οὕτω προσαγορευόμενος			III:155		
747	Ps 77:13		Ἐν τῇ τοῦ λαοῦ διαβάσει.			III:155		IV:344
748	Ps 77:13		Σέσωκε δὲ καὶ ἡμᾶς κατὰ τὸν ἴσον τρόπον ὁ κύριος ἡμῶν	Cyril of Alexandria	Cyril of Alexandria	III:470		IV:344, IV:394, IV:440
749	Ps 77:13		Τροπικῶς νοητέον θάλασσαν τὸν ἐναγῆ διάβολον ὃν ὁ Χριστὸς			II:199		III:155
750	Ps 77:14		Καὶ ὡδήγησεν ἐν ἐπισκιάσει τῆς ἀχράντου θεότητος αὐτοῦ			IV:441		
751	Ps 77:14		Συνέκλεισεν, ἐπέδησεν· ὡς οἱ ἀπ' ὕδατά τις ἐν ἀσκῷ			IV:441		
752	Ps 77:15-16	Ps 77:15	Ὡς ἐν ἐρήμῳ τὴν πέτραν, οὕτω τὴν οἰκείαν πλευρὰν ὁ λόγος	Hesychius of Jerusalem		II:103	II:199-200, III:155	II:198, IV:344, IV:395
753	Ps 77:15		Καὶ ἐρρύησαν ὕδατα.			II:313		
754	Ps 77:15		Ὅρα τὴν λήθην αὐτῶν πῶς ἱστορεῖ.			II:155		
755	Ps 77:15	Ps 77:15-16	Τὴν γὰρ πέτραν πατάξας τῇ ῥάβδῳ ὁ θεῖος Μωυσῆς τὸ ὕδωρ	Hesychius of Jerusalem		III:155	II:103, II:199-200, IV:395	II:198, IV:344
756	Ps 77:15	Ps 77:15-16	Τὴν γὰρ πέτραν πατάξας τῇ ῥάβδῳ ὁ θεῖος Μωυσῆς τὸ ὕδωρ	Hesychius of Jerusalem		IV:395	II:103, II:199-200, III:155	II:198, IV:344
757	Ps 77:15	Ps 77:15-16	Τὴν οἰκείαν πλευράν, ὁ λόγος φημί (sic), ὡς ἐν ἐρήμῳ	Hesychius of Jerusalem		II:199-200	II:103, III:155	II:198, IV:344, IV:395
758	Ps 77:16		Τυπικῶς τὴν κεντηθεῖσαν τοῦ κυρίου πλευρὰν σημαίνει.			II:155		
759	Ps 77:16		Ὕδατα τὸ βάπτισμα λέγει.			II:37		
760	Ps 77:18		Ἀεὶ τὸ ἀχάριστον τῶν Ἰουδαίων γένος οἳ τὸν εὐεργέτην			V:61		
761	Ps 77:18		Εἶτα, φησί, ταῦτα αὐτῶν λογιζομένων καὶ προσδιαλεγομένων			IV:33		V:250
762	Ps 77:18		Οὐ μόνον δὲ ἀλλὰ καὶ “κατελάλησαν τοῦ θεοῦ”· ὁρᾷς πῶς σαφῶς			III:314		
763	Ps 77:19-21		Πλῆθος διεξόδων ὑδάτων ἀπεράντων ὡς κατακλῦσαι			IV:487		
764	Ps 77:19		(…) ἥ<ν>περ ἔχοντες διὰ τοῦτο κατελάλουν τοῦ θεοῦ		Origen	V:152		
765	Ps 77:19		Κατεφλυάρησαν, κατηγόρησαν θεοῦ ἀδυναμίαν		Hesychius of Jerusalem (Antonelli)	II:103		III:155
766	Ps 77:19		Πρὸς ἣν ἀδυνατῆσαι τὸν θεὸν ὑπελάμβανον.			III:389		
767	Ps 77:20		Βρώματα δὲ οὐ μὴ ἰσχύσῃ δοῦναι.	Hesychius of Jerusalem		II:103		III:155
768	Ps 77:21		Διὰ ποίαν αἰτίαν; ἐπάγει· "ὅτι οὐκ ἐπίστευσαν			IV:33		
769	Ps 77:21		Ἐμακροθύμησε τὴν συνήθη αὐτοῦ προστασίαν.		lexeis	II:52	II:22, II:71	II:155, II:198
770	Ps 77:21		Ἐπὶ τοὺς ἀπειθεῖς καὶ ἀγνώμονας υἱοὺς αὐτῶν.			II:52		
771	Ps 77:21		Ἰακὼβ δὲ καὶ Ἰσραὴλ τοὺς Ἰσραηλίτας καλεῖ Ἰουδαίους.			IV:395		IV:345
772	Ps 77:21		Καὶ ταῖς παντοδαπαῖς αὐτοῖς τιμωρίαις παρέδωκε			IV:395		IV:345
773	Ps 77:21	Ps 77:20	Ὑπερέθετο τῇ συνηθεῖ αὐτοῦ προστασίᾳ καὶ ἐχολώθη.		lexeis	II:22	II:52, II:71	II:155, II:198
774	Ps 77:21		Ὑπερέθετο τὴν συνήθη αὐτοῦ προστασίαν.		lexeis	II:71	II:22, II:52	II:155, II:198
775	Ps 77:24-25		Τὸ δὲ ἐπισιτισμὸν ἀντὶ τοῦ εἰς κόρον· οἶμαι δὲ καὶ τὴν ὀρτυγομήτραν	Origen		IV:487-488		
776	Ps 77:24		Ἀλλὰ μηδεὶς ὑπολάβῃ ὡς τῶν ἀγγέλων ἐν οὐρανῷ			III:314		
777	Ps 77:24	Ps 77:23-24	Μάννα ἑρμηνεύεται τί τοῦτο, διὰ τὸ τὴν ξένην θέαν τοῦ μἀννα ἰδεῖν	Arsenius, Hesychius of Jerusalem	Arsenius	V:20-21		II:102, II:197; IV:344, IV:394, IV:440
778	Ps 77:24	Ps 77:25	Οὐρανὸς γὰρ καὶ ὁ ἀὴρ λέγεται.	Theodoret of Cyrrhus		III:77	III:389	IV:76, IV:207, IV:216, IV:222, IV:236, IV:311, IV:392, IV:440
779	Ps 77:25		Ἐπισιτισμὸν οἶμαι τὴν ὀρτυγομήτραν ἣν παραλειψόμεθα			IV:395		IV:345
780	Ps 77:25		Οὐ γὰρ μόνον τὸ μάννα ἔτρεφεν καὶ αὐξεῖσθαι ἐποίει	Theodoret of Cyrrhus	Athanasius of Alexandria	IV:345		
781	Ps 77:25	Ps 77:24	Οὐρανὸς δὲ καὶ ὁ ἀὴρ λέγεται.	Theodoret of Cyrrhus		ΙΙΙ:389	III:77	IV:76, IV:207, IV:216, IV:222, IV:236, IV:311, IV:392, IV:440
782	Ps 77:26-27		Καὶ ἐπήγαγεν· τὸ αὐτὸ λέγει Λίβα καὶ Νότον			IV:488		
783	Ps 77:26		Ὁ γὰρ Ἀμβακούμ φησι “ὁ θεὸς ἀπὸ θαιμὰν ἥξει”, ἤγουν ἐκ νότου.		Hesychius of Jerusalem (Jagić)	II:37		
784	Ps 77:27		Τὴν ὀρτυγομήτραν φησὶ ὅτι παρὰ τὰς σκηνὰς αὐτῶν προσηνέχθη			II:200		
785	Ps 77:27		Τὸ γὰρ πλῆθος τῶν τοιούτων πτηνῶν ὥσπερ παράλιον ψαλμὸν			IV:345-346		
786	Ps 77:28	Ps 77:28-30, Ps 77:35	Τοὺς δὲ λοιποὺς αὐτῶν τοὺς νομιζομένους θεοσεβεῖς εἶναι εἰς δουλείαν	Theodoret of Cyrrhus		IV:222-223	III:155	
787	Ps 77:29		Ὧν πρώην ἐπεθύμησαν καὶ ᾔτησαν ἀπήλαυσιν			IV:346		
788	Ps 77:31		Ἐπειδὴ γὰρ πείραν πολλὴν λαβόντες τῆς θείας δυνάμεως			IV:346		
789	Ps 77:31		Παρέδωκεν γὰρ αὐτοὺς θανατηφόρῳ θανάτῳ.			III:155		
790	Ps 77:31		Τοὺς λιπαροὺς αὐτῶν.			II:52		
791	Ps 77:34-37		Διὰ δὴ ταῦτα ὁ κύριός φησι· "οὗτος ὁ λαὸς τοὶς χείλεσί με ὑμνεῖ			IV:33		V:250
792	Ps 77:34-35		Ἐὰν γὰρ ἡμεῖς μνημονεύσωμεν τοῦ θεοῦ εὐθυνούμενοι		Hesychius of Jerusalem (comm. magn.)	IV:488		
793	Ps 77:35		Ἐμνήσθησαν ὅτι ὁ θεὸς ὁ λυτρωσάμενος αὐτοὺς			II:52		
794	Ps 77:35	Ps 77:28-30	Καὶ ἀνέβη ἐπὶ τὴν καρδίαν αὐτῶν ὅσα ἐποίησε τοῖς δυσὶ βασιλεῦσι			III:155	IV:222-223	
795	Ps 77:35		Καὶ ὁ θεὸς λυτρωτὴς αὐτῶν ἐστιν.			II:37		
796	Ps 77:36		Καθὼς περὶ αὐτῶν ὁ προφήτης· “ὁ λαὸς οὗτος τοῖς			II:155		
797	Ps 77:36		Καὶ διὰ τῆς γλώσσης μόνον ὁμολογοῦν αὐτόν.			II:52-53		
798	Ps 77:36		Ὁ γὰρ τοῖς θείοις νόμοις καὶ τοῖς λόγοις τοῦ Χριστοῦ		catena (reader/compiler)	IV:346		
799	Ps 77:36		Τοῦτο καὶ ὁ προφήτης Ἡσαίας ἔφη ἐκ προσώπου κυρίου· Ὁ λαὸς		Evagrius, Hesychius of Jerusalem (comm. magn.)	III:155-156		
800	Ps 77:37		Οὐ γὰρ ἠθέλησαν τοῖς αὐτοῦ προστάγμασιν ἐπακολουθεῖν.			III:156		IV:344
801	Ps 77:40-44		Ὁ προφητικώτατος νοῦς καὶ τὴν ἀχαρίστων προλέγει			IV:33-34		
802	Ps 77:40		Ἐν τῇ ἐπιθυμίᾳ τῆς ἁμαρτίας.		Hesychius of Jerusalem (Antonelli)	II:52		IV:31
803	Ps 77:40		Μετὰ πάσης γὰρ ἀταξίας προσελθόντες τῷ Μωυσῇ τὴν τοῦ ὕδατος			III:156		
804	Ps 77:41		Βλέπε καὶ πάλιν πειράζοντας τὸν θεόν· ἐπειδὴ γὰρ εἶπε	Theodoret of Cyrrhus	Origen	V:152		
805	Ps 77:41		Ἰησοῦν τὸν υἱὸν τοῦ θεοῦ.		Hesychius of Jerusalem (Antonelli)	II:22 = IV:75	II:22, II:36-37	II:52, II:102, IV:31
806	Ps 77:41		Ἰησοῦν τὸν Χριστόν.		Hesychius of Jerusalem (Antonelli)	II:36-37	II:22 = IV:75	II:52, II:102, IV:31
807	Ps 77:41		Χριστὸν τὸν υἱὸν τοῦ θεοῦ.		Hesychius of Jerusalem (Antonelli)	II:22 (II:52)	II:22 = IV:75, II:36-37	II:36-37, II:102, IV:31, IV:75
808	Ps 77:42		Τὸ δὲ τῆς τάνεως πεδίον εἴρηται καὶ ὄπισθεν ὅτι δαιμόνων		Origen	V:152		
809	Ps 77:43		Ἰστέον ὅτι ἔνθεν ἄρχεται τὰ τῆς Αἰγύπτου προειπὼν			V:189		
810	Ps 77:43		Τὰς τιμωρίας λέγει τὰς ἐπενεχθείσας τοῖς Αἰγυπτίοις.			III:156		IV:344
811	Ps 77:45-48		Ἀφανίζειν πάντα καὶ τὴν ὕπαρξιν.			IV:488		
812	Ps 77:45-48		Καὶ τὰ τέκνα αὐτῶν εἰς <αἰχμα>λωσίαν καὶ ἀντὶ τοῦ ἐνέκρωσεν			IV:488		
813	Ps 77:45-48		Τὰ ἔθνη τὰ αἰχμαλωτίσαντα αὐτοὺς καὶ οἱ μὲν Αἰγύπτιοι			IV:488		
814	Ps 77:45		Βατράχους δὲ τὴν γῆν ἀναβλύσαι πεποίηκεν ταῖς οἰκείαις αὐτῶν			III:156		
815	Ps 77:45		Ἐρυσίβη ἐστὶ κατὰ τὸν Ἡρωδιανὸν τὸ ἐπικαθίζον τοῖς καρποῖς	Hesychius of Jerusalem, Herodian		III:77		IV:207, IV:216, IV:236, IV:282, IV:392, IV:440
816	Ps 77:46		Ὡς κονιορτώδης φθορὰ τοῦ σίτου ἢ ὁ λεγόμενος μύλτος (sic).			IV:395		
817	Ps 77:47	Ps 77:48	Ἡ πάχνη ἡ ἐν τῇ δυσαερίᾳ γενομένη καὶ φθείρουσα τοὺς καρπούς.		lexeis	II:261	II:71	II:22, II:72, II:104, II:155, II:199, II:293, II:313, III:155, IV:281, IV:395
818	Ps 77:47		Τὸ τῆς συκαμίνου δένδρον λίαν ἐστὶ κάθυγρον ὡς	Theodore of Mopsuestia	Origen	V:152		
819	Ps 77:48		Ἰσραὴλ δὲ ταῦτα οὐ συνῆκεν.			II:37		
820	Ps 77:49		Δι' ἀγγέλων πονηρῶν τῶν ὀλοθρευόντων.			IV:196		
821	Ps 77:49	Ps 77:51	Κατὰ δὲ τὴν ἐξήγησιν τούτου, πρωτοτόκον ὀφείλομεν ἀναγινώσκειν		Didymus of Alexandria	IV:157		
822	Ps 77:49		Ὃς δι' ἀγγέλων κακούντων· τὸ δὲ "ὡδοποίησεν τρίβον		Eusebius of Caesarea	IV:76		
823	Ps 77:49		Πάθος γὰρ ὁ θυμός· εἰ γὰρ θυμός ἐστι ζέσις τοῦ περὶ καρδίας		Origen	V:152		
824	Ps 77:49		Τὸ κακὸν ἤτοι τὴν κακίαν ἀντὶ τιμωρἰας λέγει ἀπὸ τῆς τῶν πασχόντων		Adrian	II:200-201		IV:282
825	Ps 77:50		Τουτέστιν ἕνεκα τοῦ θανάτου τῶν ψυχῶν αὐτῶν	Hesychius of Jerusalem		IV:488		
826	Ps 77:51	Ps 77:50	Χὰμ ὃ λέγεται μέθη (?)			II:201		
827	Ps 77:53		Ἐν πίστει λέγ(ει) καὶ οὐκ ἐφοβήθησαν τὴν ἁμαρτίαν			IV:488		
828	Ps 77:53		Ὅρα πάλιν τὸ βάπτισμα.			II:156		
829	Ps 77:54		Ἐκτήσατο δὲ αὐτὴν οὐχ ὅπλοις ἀλλὰ τοῖς ὑπὲρ ἡμῶν θαύμασι			IV:395		
830	Ps 77:54		Τῆς κληρονομίας ἤγουν ἐκκλησίας.			IV:395		
831	Ps 77:55		Οἱ διαβάντες ὡς ἐρυθρὰν ἀκαταποντίστως τοῦ παρόντος βίου	Theophanes the Confessor	Theophanes the Confessor	III:559		
832	Ps 77:55		Σχοινίον κληροδοσίας ἐστὶ τὸ εὐαγγέλιον ὅπερ ἔλαβον			II:156		
833	Ps 77:55		Τοῦτο τὴν τῆς γῆς δεσποτείαν δηλοῖ.			III:223		
834	Ps 77:56-57		Τούτου δὴ χάριν μετεστράφησαν εἰς τόξον στρεβλόν.			III:314		
835	Ps 77:56		Ὅρα τὴν τοῦ νόμου ἀθέτησιν πῶς ἐκλαμβάνει ὁ προφήτης.			II:156		
836	Ps 77:58		Ἢ βωμοί τε <καὶ> ἱερὰ ἔ<νθα> τὰς βωμο<λο>χίας			II:104		II:133-134, II:199(?), III:156, IV:208
837	Ps 77:59-60		Καὶ ταύτην ἀπώσατο τὴν σκηνὴν Σηλὼμ διὰ τὰς ἀσεβείας αὐτῶν.			IV:488		
838	Ps 77:60		Οὐκέτι ἠθέλησε μετὰ ἀνθρώπων ὡς τῶν Ἰουδαίων δόξαν	Eusebius of Caesarea		V:62		
839	Ps 77:63-64		Καθόλου ὁ συνηθὴς οὐκ ἐγένετο θρῆνος	Eusebius of Caesarea	Theodoret of Cyrrhus	V:62		
840	Ps 77:63		Τὰς ψυχὰς αὐτῶν λέγει· οὐ μετεμελήθησαν.			IV:488		
841	Ps 77:64		Τουτέστιν ὁ οἰκτείρων καὶ ἐπικουρῶν οὐκ ἦν.			III:190		
842	Ps 77:65-71	Ps 77:69	Τὸ δὲ “εἰς τὸν αἰῶνα” οὐ ταύτην τὴν Ἱερουσαλὴμ λέγει			IV:34	III:315	V:250
843	Ps 77:65-66		Δι’ ἣν πληγὴν γεγόνασιν ἐπονείδιστοι παρὰ πᾶσιν	Eusebius of Caesarea		V:62		
844	Ps 77:65-66		Εἰς τὰ ὀπίσω φησὶν τουτέστιν εἰς τὸν ἀφαίδρω (?)		Josephus Flavius	V:62		
845	Ps 77:65		Διὰ τούτων τὴν πρὸς ὀλίγον παράτασιν τοῦ ἐγκαταλεῖψαι			II:201		
846	Ps 77:65		Ἐγρήγορσιν <τὴν εἰς τὸ> προνοεῖν <αὐ>τὸς τῶν <παι>δείας	Basil of Caesarea		II:105		II:201
847	Ps 77:65		Ἐξ οἴνου δὲ τὴν κραιπάλην τὴν μέθην ἀγανάκτησιν λέγει.			IV:395		
848	Ps 77:65		Οὐ μέθης μεταλαβὼν ἀλλ’ εἰς ὀργὴν περιτραπεὶς			I:276		I:319
849	Ps 77:65		Τὴν κατὰ τῆς τῶν ἐθνῶν ἀμύνης αὐτοῦ ὑπέρθεσιν τἠν τε πρὸς τοὺς			II:201		
850	Ps 77:65		Ὕπνον μὲν λέγει τὴν μακροθυμίαν ὡς ἰσχυρὸς καὶ δυνατὸς			IV:488		
851	Ps 77:66		Ὁ τοὺς φεύγοντας πατάσσων εἰς τὰ ὀπίσω παίει αὐτούς	Theodore of Mopsuestia	Origen	V:153		
852	Ps 77:66		Περὶ τῶν Ἀζώτων καὶ τῶν Ἀσκαλωνιτῶν φησι			IV:488-489		
853	Ps 77:66		Περὶ τῶν ἀλλοφύλων ἵνα εἴπῃ χρόνιον ὥστε καὶ ὑπὸ τῶν αὖθις		Adrian	II:201		
854	Ps 77:67-68		Ὃ λέγεται ἐξομολογούμενος κατὰ περίφρασιν λέγει· περίφρασις			II:201		
855	Ps 77:67		Ἢ πρόθεσις ἴαμα πρόσθημα ἀοράτου ἔξοδος λέγεται Ἰωσήφ.			II:53	ΙΙ:201	
856	Ps 77:67		Πρόθεσις ἅμα πρόσθημα ἀόρατος ἔξοδος.			II:201	ΙΙ:53	
857	Ps 77:68		Καὶ ἀλήθεια καὶ σκοπευτήριον ὀνομάζεται.			II:53		
858	Ps 77:68		Καὶ τὸν τόπον ἀπέδειξεν ἔνδοξον καὶ σεβάσμιον.			III:391		
859	Ps 77:68	Ps 77:67	Ὄρος δὲ νοητέον τὴν ἁγίαν παρθένον καὶ θεοτόκον ἐν ᾗ τὸν ἑαυτοῦ			III:156		IV:344, IV:394, IV:440
860	Ps 77:68		Περὶ τῆς ἁγίας Μαρίας τῆς θεοτόκου λέγει.			II:72		
861	Ps 77:68		Τὴν ἁγίαν παρθἐνον δηλονότι ἢ τὴν ἐκκλησίαν.			II:201		
862	Ps 77:68		Τουτέστιν τὸν κύριον ἡμῶν Ἰησοῦν Χριστὸν τὸν εἰς τὴν Ἰούδα			III:223		
863	Ps 77:69		Ἕνα ναὸν νόει τὸν καὶ ἑνὶ ἀφιερωθέντι θεῷ.			IV:489		
864	Ps 77:69	Ps 77:65-71	Τὸ δὲ “εἰς τὸν αἰῶνα” οὐ ταύτην τὴν Ἱερουσαλὴμ ἀλλ' ἐκείνην			III:315	IV:34	V:250
865	Ps 77:69		Τὸ πλῆθος τῶν ἁγίων ἔχει κατὰ τοῦ μετώπου τὸν σταυρὸν ὥσπερ			II:202		
866	Ps 77:71		Ἐξόπισθεν τῶν λο[γ]χευομένων προβάτων.		lexeis	II:37	II:155	
867	Ps 77:71		Ἐξόπισθεν τῶν λοχευομένων ἔλαβεν αὐτόν.		lexeis	II:155	II:37	
868	Ps 77:72		Ἵνα καθάπερ ἐκεῖνοι τὰ δεινὰ διαφύγωμεν			IV:34		
869	Ps 77:72		Ὁ δὲ ἐποίμανεν αὐτοὺς ἐν ἁπλότητι καρδίας αὐτοῦ.	Theodoret of Cyrrhus	Eusebius of Caesarea	II:259		II:293, IV:281
870	Ps 78:1		Αἱ ἀντικείμεναι δυνάμεις ἔρχονται εἰς τὴν κληρονομίαν τοῦ θεοῦ.			III:472		IV:347, IV:397
871	Ps 78:1		Αἱ τῶν δαιμόνων θυσίαι, φησί, τὰ σὰ κατεμίαναν ἅγια.			IV:491		
872	Ps 78:1		Ἤτοι οὐδὲν διαφέρουσαν τῇ Ἱερουσαλὴμ εἰς καλυβὴν			IV:491		
873	Ps 78:1		Ἰστέον ὅτι ἡ θεία γραφὴ ἀντὶ ἐνεστώτων τὰ μέλλοντα			III:472		IV:347, IV:397
874	Ps 78:1		Καὶ τοῦτο μὲν καθ’ ἱστορίαν· ἔχοι δ’ ἂν καὶ ἀναφορὰν ὁ λόγος πρὸς 			II:202		
875	Ps 78:1	Ps 78:4	Λιθολόγιος τόπος ἔνθα τὴν σκηνὴν ἔχει ὁ τὰς ὀπώρας φυλάσσων.	Athanasius of Alexandria	Hesychius of Jerusalem (Antonelli), lexeis	II:73	II:262	II:23, II:106, II:156, II:202, II:230, II:314, II:334, IV:283
876	Ps 78:1	Ps 78:4	Λιθολόγιος τόπος ὅπου τὴν σκηνὴν ἔχει ὁ τὰς ὀπώρας φυλάσσων.	Athanasius of Alexandria	Hesychius of Jerusalem (Antonelli), lexeis	II:262	II:73	II:23, II:106, II:156, II:202, II:230, II:314, II:334, IV:283
877	Ps 78:2		Πολλαχοῦ τὴν σάρκα ἤτοι ἐπ’ αὐτῆς τῆς φύσεως λέγει		Adrian	II:203		
878	Ps 78:2		Τὰς σαρκὰς τῶν ὁσίων σου τῶν ἁγίων Μακκαβαίων.			IV:491		
879	Ps 78:4		Κατάγελος τοῖς αὐτοῖς ἀκαθάρτοις πνεύμασιν.		Hesychius of Jerusalem (Antonelli)	II:23		II:53
880	Ps 78:6-7		Καὶ ὁ Παῦλος "εἰ δὲ ἀλλήλους δάκνετε καὶ κατεσθίετε	Athanasius of Alexandria		IV:491		
881	Ps 78:6-7		Ἰακὼβ τὸν ἰουδαικὸν λαὸν καλεῖ διὰ τὸ τὸν Ἰακὼβ εἶναι			IV:491		
882	Ps 78:6		Ἔκκαυσον καὶ ἐπίχεε τὴν ὀργήν σου ἐπὶ τὰς άρχὰς	Ephrem	Hesychius of Jerusalem (Antonelli)	V:64		
883	Ps 78:6		Τὸν διάβολον λέγει καὶ πάντας τοὺς συνόντας αὐτῷ.			ΙΙ:38		
884	Ps 78:6		Τὸν ἰουδαικὸν λαὀν· κατεβρώθη γὰρ ὑπὸ τῶν ἐθνῶν.	Theodoret of Cyrrhus	Hesychius of Jerusalem (Jagić)	III:472		IV:347, IV:397
885	Ps 78:7		Ἀντὶ δὲ Ἰακὼβ Εὐσέβιος Ἰωσὴφ ἐνέθηκε τὰ αὐτὰ		catena (reader/compiler)	I:146		
886	Ps 78:7		Τόπον τὸν θεῖον λέγει ναόν.			III:157		
887	Ps 78:8		Ἐνταῦθα τὰς φωνὰς τοῦ Ἀδὰμ ἀναλαμβάνει ὁ προφήτης.			II:156		
888	Ps 78:8		Τὰ ἔθνη κράζουσι πρὸς τὸν θεὸν ἐπιστρέφοντα εἰς ἐπίγνωσιν			II:156		V:280
889	Ps 78:8		Τὰς ἐν Αἰγυπτίῳ καὶ ἐν τῇ ἐρήμῳ.	Athanasius of Alexandria	lexeis	II:262		II:314, II:334
890	Ps 78:8		Τῶν ἐπὶ ταῖς δαμάλεσι λέγει καὶ τοῦ Ἱεροβοάμ, υἱοῦ Ναβάτ	Theodore of Mopsuestia, Theodoret of Cyrrhus	Adrian	II:106		II:203, III:157
891	Ps 78:9		Νομίζουσι γὰρ οἱ ἐχθροί δι' ἀδυναμίαν σε μὴ ἐκδικεῖν ἡμᾶς.			III:397		
892	Ps 78:10		Τοὺς φονευθέντας φησὶν ἐκδίκησον.			III:397		
893	Ps 78:11		Τὰ λοιπὰ προεγράφησαν.			III:397		
894	Ps 78:11		Τοῦτο γάρ ἐστι τὸ περιποιῆσαι τοὺς υἱοὺς τῶν τεθανατωμἐνων.			III:157		
895	Ps 78:11		Τῶν ἐν τῷ ᾍδῃ κατεχομένων δηλονότι.			II:156		
896	Ps 78:12-13	Ps 78:12	Τὸν ἑπτὰ ἀριθμὸν ἐπὶ πλεονασμοῦ λέγει φόρον εἰς τοὺς ἀπαγαγόντες	Hesychius of Jerusalem	Adrian	II:106	II:203-204	II:134
897	Ps 78:12		Ἀντὶ τοῦ πολλαπλασίονα.		lexeis	II:73	III:223, III:396	II:106, II:156, III:157
898	Ps 78:12		Γείτονας τοὺς δαίμονας λέγει ὡς μεσιτεύσαντας τῶν ἀνθρώπων			II:156-157		
899	Ps 78:12		Ἑπταπλασίονα πολυπλασίονα εἴρηκε.		lexeis	III:223	II:73, III:396	II:106, II:156, III:157
900	Ps 78:12		Λεγόντων τότε τῷ Ἰησοῦ· Εἰ υἱός ἐστι τοῦ θεοῦ, καταβάτω νῦν			II:157		
901	Ps 78:12		Ὀνειδισμὸν λέγει τὴν κατὰ τοῦ θεοῦ βλασφημίαν τῶν πολεμίων		Theodoret of Cyrrhus	III:157-158		IV:347, IV:397, IV:444
902	Ps 78:12		Τὸ οὖν ἑπταπλασίονα ἀντὶ τοῦ πολλαπλασίονα.		lexeis	III:396	II:73, III:223	II:106, II:156, III:157
903	Ps 78:12	Ps 78:12-13	Τὸν ἑπτὰ ἀριθμὸν ἐπὶ πλεονασμὸν λέγει ἤγουν ἐπὶ πλείου ἀριθμοῦ	Hesychius of Jerusalem	Adrian	II:203-204	II:106	II:134
904	Ps 78:12		Τοὺς ἐξ εἰδώλων ἐπιστρέφοντας δηλονότι.			II:156		
905	Ps 78:13		Τὸν κόλπον πολλαχοῦ καὶ ἐπὶ τοῦ ἀχωρίστου λέγει ἀπὸ τοῦ συνῆφθαι		Adrian	II:204		
906	Ps 91:2		Τὸ ἐξομολογεῖσθαι ὑμνεῖν σημαίνει.			III:224		
907	Ps 91:3		Τὸ δὲ ἀναγγέλλειν τὸ ἀνακηρύττειν ἐστὶ			IV:398		IV:445
908	Ps 91:3		Ψαλτήριον δεκάχορδον μετ’ ᾠδῆς ἐν κιθάρᾳ νοεἰσθω ἡ τοῦ παντὸς			II:205		
909	Ps 91:3		Ὠφέλιμόν ἐστι τὸ τὴν περὶ ἡμᾶς φιλανθρωπίαν σου κηρύττειν.			III:402		
910	Ps 91:4		Διὰ δεκαχόρδων ναῦλα, διὰ μελῳδίας νεῦρα· χορδὴ γὰρ ἡ νευρὰ			II:205		
911	Ps 91:4		Φασὶ δὲ τὰς δέκα ἐντολὰς αἰνίττεσθαι τὸν προφήτην.			III:158		
912	Ps 91:5		Ἢ καὶ “ποίημα“ μὲν ἡ κτίσις, “ἔργα” δὲ ”χειρῶν” πάντες ἡμεῖς.			III:403		
913	Ps 91:5		Ἢ ταὐτὸν λέγει “ποίημα“ καὶ ”χειρῶν ἔργα”· ἢ ποίημα			III:402		
914	Ps 91:5		Ποίημα γὰρ τὰς δημιουργίας καλῶ, “ἔργα“ δὲ ”χειρῶν”		Theodoret of Cyrrhus	III:402		
915	Ps 91:5		Ποιήματα καὶ ἔργα χειρῶν τοῦ θεοῦ τὰ δημιουργήματα			III:224		
